CPUTYPE,CPUPCT,NPTS,SUM,SUM2,AVGPOWER
amd-opteron-2214,0,2445,459112.80,86213417.96,187.78
amd-opteron-2214,1,177,33729.70,6428666.47,190.56
amd-opteron-2214,2,52,9942.20,1901331.20,191.20
amd-opteron-2214,3,50,9604.00,1845632.66,192.08
amd-opteron-2214,4,108,20472.10,3882787.75,189.56
amd-opteron-2214,5,29,5617.10,1088974.51,193.69
amd-opteron-2214,6,29,5587.80,1077588.56,192.68
amd-opteron-2214,7,24,4638.50,897935.97,193.27
amd-opteron-2214,8,42,8092.80,1561185.16,192.69
amd-opteron-2214,9,58,11074.00,2116284.96,190.93
amd-opteron-2214,10,72,13824.30,2658327.97,192.00
amd-opteron-2214,11,43,8300.90,1603688.31,193.04
amd-opteron-2214,12,29,5638.50,1097693.91,194.43
amd-opteron-2214,13,41,7954.00,1544744.26,194.00
amd-opteron-2214,14,50,9693.90,1881463.19,193.88
amd-opteron-2214,15,38,7399.50,1441867.45,194.72
amd-opteron-2214,16,70,13631.50,2656178.67,194.74
amd-opteron-2214,17,91,17878.60,3514499.66,196.47
amd-opteron-2214,18,108,21314.30,4209609.21,197.35
amd-opteron-2214,19,101,19992.20,3960265.10,197.94
amd-opteron-2214,20,64,12639.10,2497539.21,197.49
amd-opteron-2214,21,50,9927.70,1971741.57,198.55
amd-opteron-2214,22,57,11339.10,2257032.83,198.93
amd-opteron-2214,23,39,7740.40,1537704.18,198.47
amd-opteron-2214,24,65,12914.30,2567590.05,198.68
amd-opteron-2214,25,2142,429933.00,86303049.72,200.72
amd-opteron-2214,26,91,18218.80,3648745.36,200.21
amd-opteron-2214,27,59,11861.10,2385807.15,201.04
amd-opteron-2214,28,35,7070.20,1428975.48,202.01
amd-opteron-2214,29,40,8060.20,1625438.32,201.50
amd-opteron-2214,30,24,4845.40,978503.52,201.89
amd-opteron-2214,31,22,4446.50,899023.71,202.11
amd-opteron-2214,32,23,4615.90,926881.95,200.69
amd-opteron-2214,33,27,5473.50,1110327.19,202.72
amd-opteron-2214,34,50,10191.40,2078068.72,203.83
amd-opteron-2214,35,30,6139.90,1257000.17,204.66
amd-opteron-2214,36,33,6694.00,1358846.00,202.85
amd-opteron-2214,37,18,3641.80,737368.00,202.32
amd-opteron-2214,38,14,2839.40,576707.20,202.81
amd-opteron-2214,39,13,2653.10,542764.11,204.08
amd-opteron-2214,40,9,1843.60,378000.60,204.84
amd-opteron-2214,41,12,2483.10,514190.95,206.93
amd-opteron-2214,42,15,3067.20,628811.98,204.48
amd-opteron-2214,43,36,7470.70,1551849.79,207.52
amd-opteron-2214,44,37,7654.50,1585691.75,206.88
amd-opteron-2214,45,26,5446.00,1142969.48,209.46
amd-opteron-2214,46,40,8583.10,1844981.03,214.58
amd-opteron-2214,47,39,8405.60,1814410.66,215.53
amd-opteron-2214,48,20,4138.90,857674.15,206.94
amd-opteron-2214,49,107,23014.70,4954254.93,215.09
amd-opteron-2214,50,1178,249004.80,52641558.92,211.38
amd-opteron-2214,51,30,6318.50,1335423.33,210.62
amd-opteron-2214,52,12,2499.00,521200.58,208.25
amd-opteron-2214,53,11,2322.70,492029.03,211.15
amd-opteron-2214,54,32,6873.60,1478812.26,214.80
amd-opteron-2214,55,10,2081.00,434828.80,208.10
amd-opteron-2214,56,12,2654.00,588312.04,221.17
amd-opteron-2214,57,14,3055.30,668459.79,218.24
amd-opteron-2214,58,18,3940.10,865209.29,218.89
amd-opteron-2214,59,13,2856.90,630191.39,219.76
amd-opteron-2214,60,12,2580.80,557402.02,215.07
amd-opteron-2214,61,7,1503.90,324229.75,214.84
amd-opteron-2214,62,3,637.70,136223.89,212.57
amd-opteron-2214,63,9,2009.50,449373.19,223.28
amd-opteron-2214,64,13,2784.60,597926.42,214.20
amd-opteron-2214,65,12,2599.30,563967.63,216.61
amd-opteron-2214,66,17,3641.40,780733.34,214.20
amd-opteron-2214,67,10,2128.60,454256.78,212.86
amd-opteron-2214,68,9,1913.20,407687.42,212.58
amd-opteron-2214,69,13,2760.30,587470.27,212.33
amd-opteron-2214,70,4,857.60,184022.02,214.40
amd-opteron-2214,71,6,1295.50,280364.65,215.92
amd-opteron-2214,72,6,1342.40,300499.72,223.73
amd-opteron-2214,73,9,1966.00,430754.04,218.44
amd-opteron-2214,74,122,27568.30,6230565.71,225.97
amd-opteron-2214,75,809,179742.40,39969767.10,222.18
amd-opteron-2214,76,22,4843.30,1072088.17,220.15
amd-opteron-2214,77,21,4789.40,1097750.72,228.07
amd-opteron-2214,78,24,5551.20,1288092.60,231.30
amd-opteron-2214,79,13,2906.80,653503.04,223.60
amd-opteron-2214,80,18,4146.20,959111.72,230.34
amd-opteron-2214,81,30,6971.50,1625763.49,232.38
amd-opteron-2214,82,31,7194.60,1676083.32,232.08
amd-opteron-2214,83,17,3987.90,936841.69,234.58
amd-opteron-2214,84,24,5631.10,1322463.17,234.63
amd-opteron-2214,85,21,4811.90,1106587.95,229.14
amd-opteron-2214,86,14,3251.70,758383.99,232.26
amd-opteron-2214,87,1,237.00,56169.00,237.00
amd-opteron-2214,88,3,678.70,154469.71,226.23
amd-opteron-2214,89,2,440.40,97560.90,220.20
amd-opteron-2214,90,4,856.60,184619.18,214.15
amd-opteron-2214,91,4,888.70,198389.61,222.18
amd-opteron-2214,92,5,1019.70,207995.39,203.94
amd-opteron-2214,93,4,952.40,226902.70,238.10
amd-opteron-2214,94,4,920.00,212237.94,230.00
amd-opteron-2214,95,6,1401.80,327915.32,233.63
amd-opteron-2214,96,11,2624.10,626098.61,238.55
amd-opteron-2214,97,24,5725.50,1366169.55,238.56
amd-opteron-2214,98,54,12955.00,3108462.94,239.91
amd-opteron-2214,99,216,51816.40,12440590.34,239.89
amd-opteron-2214,100,309,73706.10,17622582.01,238.53
intel-xeon,0,1160,181734.50,28486977.27,156.67
intel-xeon,1,50,7852.70,1233333.19,157.05
intel-xeon,2,165,26055.90,4116649.91,157.91
intel-xeon,3,114,18289.20,2942109.30,160.43
intel-xeon,4,95,15134.40,2412579.76,159.31
intel-xeon,5,40,6320.20,998785.44,158.00
intel-xeon,6,17,2718.70,435769.25,159.92
intel-xeon,7,14,2370.10,407986.57,169.29
intel-xeon,8,11,1871.60,324889.16,170.15
intel-xeon,9,11,1812.30,300916.33,164.75
intel-xeon,10,6,1022.70,178905.51,170.45
intel-xeon,11,13,2200.00,378311.02,169.23
intel-xeon,12,12,2144.00,385660.92,178.67
intel-xeon,13,9,1626.20,297000.24,180.69
intel-xeon,14,6,987.60,163704.42,164.60
intel-xeon,15,6,1076.40,195788.36,179.40
intel-xeon,16,12,1999.70,334215.77,166.64
intel-xeon,17,7,1218.90,215954.57,174.13
intel-xeon,18,6,1171.20,237975.62,195.20
intel-xeon,19,4,706.20,125249.26,176.55
intel-xeon,20,3,497.10,82846.01,165.70
intel-xeon,21,9,1580.60,280537.98,175.62
intel-xeon,22,5,930.80,174621.94,186.16
intel-xeon,23,3,504.90,85818.33,168.30
intel-xeon,24,8,1330.70,222884.73,166.34
intel-xeon,25,6,1095.50,202464.71,182.58
intel-xeon,26,7,1318.90,252112.47,188.41
intel-xeon,27,8,1437.80,261299.90,179.72
intel-xeon,28,7,1278.00,236103.64,182.57
intel-xeon,29,7,1256.50,227447.89,179.50
intel-xeon,30,10,1953.40,390934.72,195.34
intel-xeon,31,14,2535.10,464259.73,181.08
intel-xeon,32,7,1355.90,267457.33,193.70
intel-xeon,33,6,1195.60,241853.52,199.27
intel-xeon,34,6,1143.90,219634.63,190.65
intel-xeon,35,8,1554.50,303938.63,194.31
intel-xeon,36,7,1412.90,287492.43,201.84
intel-xeon,37,4,791.70,158908.23,197.93
intel-xeon,38,6,1184.10,235674.67,197.35
intel-xeon,39,6,1181.30,234915.71,196.88
intel-xeon,40,3,601.20,120626.82,200.40
intel-xeon,41,6,1161.60,230028.14,193.60
intel-xeon,42,2,372.00,70639.22,186.00
intel-xeon,43,1,243.40,59243.56,243.40
intel-xeon,44,3,609.90,127574.09,203.30
intel-xeon,45,6,1223.50,254150.35,203.92
intel-xeon,46,3,629.70,132277.49,209.90
intel-xeon,47,5,1070.30,229137.71,214.06
intel-xeon,48,14,3040.50,665457.49,217.18
intel-xeon,49,23,5034.80,1109645.50,218.90
intel-xeon,50,1581,352112.90,78553142.25,222.72
intel-xeon,51,53,11429.40,2471527.80,215.65
intel-xeon,52,23,5181.00,1172725.40,225.26
intel-xeon,53,13,3074.30,732045.47,236.48
intel-xeon,54,36,8497.00,2031713.00,236.03
intel-xeon,55,35,7844.10,1803308.39,224.12
intel-xeon,56,25,5724.80,1336039.26,228.99
intel-xeon,57,31,7277.90,1743144.01,234.77
intel-xeon,58,26,6252.20,1525005.74,240.47
intel-xeon,59,35,7347.70,1602119.17,209.93
intel-xeon,60,36,8336.30,1981581.05,231.56
intel-xeon,61,26,5795.60,1324092.76,222.91
intel-xeon,62,37,9033.20,2217781.16,244.14
intel-xeon,63,43,9988.90,2364343.33,232.30
intel-xeon,64,47,11166.90,2693730.15,237.59
intel-xeon,65,29,6615.40,1539305.70,228.12
intel-xeon,66,18,4393.40,1081434.44,244.08
intel-xeon,67,16,3715.10,884494.47,232.19
intel-xeon,69,8,1949.60,475396.08,243.70
intel-xeon,70,10,2296.40,536672.00,229.64
intel-xeon,71,2,488.00,119104.00,244.00
intel-xeon,72,2,494.30,122168.89,247.15
intel-xeon,73,3,650.70,146393.97,216.90
intel-xeon,74,4,994.60,249912.22,248.65
intel-xeon,75,5,1182.20,280407.44,236.44
intel-xeon,76,3,792.70,211313.21,264.23
intel-xeon,77,3,729.20,177487.66,243.07
intel-xeon,78,5,1246.00,310785.30,249.20
intel-xeon,79,3,798.90,213802.73,266.30
intel-xeon,80,4,965.00,234840.54,241.25
intel-xeon,81,5,1259.20,317670.82,251.84
intel-xeon,82,9,2178.80,529785.52,242.09
intel-xeon,83,2,482.40,117497.30,241.20
intel-xeon,84,6,1421.60,338732.40,236.93
intel-xeon,85,8,1965.10,483854.09,245.64
intel-xeon,86,6,1525.50,388743.79,254.25
intel-xeon,87,6,1574.10,414706.85,262.35
intel-xeon,88,8,2008.80,508470.62,251.10
intel-xeon,89,13,3167.00,771814.68,243.62
intel-xeon,90,27,6518.20,1585080.86,241.41
intel-xeon,91,57,14018.40,3449258.44,245.94
intel-xeon,92,16,3981.40,991603.90,248.84
intel-xeon,93,36,8912.80,2207251.96,247.58
intel-xeon,94,8,2107.70,555785.09,263.46
intel-xeon,95,75,19830.30,5243717.31,264.40
intel-xeon,96,16,4354.50,1186284.21,272.16
intel-xeon,97,598,163739.60,44868540.48,273.81
intel-xeon,98,280,76426.40,20871034.00,272.95
intel-xeon,99,258,73847.20,21145797.58,286.23
intel-xeon,100,663,184926.70,52099124.41,278.92
intel-xeon-e5420,0,1620475,234995980.00,34307666000.00,145.02
intel-xeon-e5420,1,20765,3124560.00,475478752.00,150.47
intel-xeon-e5420,2,15292,2318896.00,356077760.00,151.64
intel-xeon-e5420,3,16661,2523296.00,385990080.00,151.45
intel-xeon-e5420,4,12551,1906292.00,292814768.00,151.88
intel-xeon-e5420,5,19975,2996024.00,454219552.00,149.99
intel-xeon-e5420,6,9708,1506108.00,236875984.00,155.14
intel-xeon-e5420,7,9433,1469924.00,232251952.00,155.83
intel-xeon-e5420,8,10788,1666004.00,261209168.00,154.43
intel-xeon-e5420,9,12059,1886588.00,298731600.00,156.45
intel-xeon-e5420,10,13224,2076196.00,330161104.00,157.00
intel-xeon-e5420,11,18379,2924720.00,470049728.00,159.13
intel-xeon-e5420,12,520145,85569620.00,14179544848.00,164.51
intel-xeon-e5420,13,23990,3950556.00,659037680.00,164.68
intel-xeon-e5420,14,19539,3240772.00,544163088.00,165.86
intel-xeon-e5420,15,13718,2288300.00,387154608.00,166.81
intel-xeon-e5420,16,12867,2153148.00,365239888.00,167.34
intel-xeon-e5420,17,12934,2179120.00,372202944.00,168.48
intel-xeon-e5420,18,11921,2017596.00,346433776.00,169.25
intel-xeon-e5420,19,12894,2184516.00,375521648.00,169.42
intel-xeon-e5420,20,14918,2532096.00,435810848.00,169.73
intel-xeon-e5420,21,22290,3823060.00,662797296.00,171.51
intel-xeon-e5420,22,100040,17413876.00,3048896656.00,174.07
intel-xeon-e5420,23,38914,6775388.00,1189434416.00,174.11
intel-xeon-e5420,24,72309,12658756.00,2233454480.00,175.06
intel-xeon-e5420,25,535458,97563920.00,17923204416.00,182.21
intel-xeon-e5420,26,27595,5009772.00,921326192.00,181.55
intel-xeon-e5420,27,21412,3862672.00,705424896.00,180.40
intel-xeon-e5420,28,17034,3081376.00,564470080.00,180.90
intel-xeon-e5420,29,18325,3363500.00,624904464.00,183.55
intel-xeon-e5420,30,19199,3536420.00,659338544.00,184.20
intel-xeon-e5420,31,18470,3398004.00,632650640.00,183.97
intel-xeon-e5420,32,21881,4040120.00,754463264.00,184.64
intel-xeon-e5420,33,25222,4640168.00,862546816.00,183.97
intel-xeon-e5420,34,51241,9657296.00,1834420960.00,188.47
intel-xeon-e5420,35,57669,10809672.00,2041448704.00,187.44
intel-xeon-e5420,36,49011,9199048.00,1741883584.00,187.69
intel-xeon-e5420,37,443188,86439824.00,16993841600.00,195.04
intel-xeon-e5420,38,42214,8282976.00,1641386176.00,196.21
intel-xeon-e5420,39,34373,6630364.00,1291784880.00,192.89
intel-xeon-e5420,40,27673,5288640.00,1022156096.00,191.11
intel-xeon-e5420,41,27050,5181004.00,1003709680.00,191.53
intel-xeon-e5420,42,24741,4806560.00,943930784.00,194.28
intel-xeon-e5420,43,33795,6555376.00,1284348704.00,193.97
intel-xeon-e5420,44,40440,7931016.00,1568378912.00,196.12
intel-xeon-e5420,45,45214,8947584.00,1785502048.00,197.89
intel-xeon-e5420,46,65902,12913856.00,2554635616.00,195.96
intel-xeon-e5420,47,112805,22661704.00,4585105376.00,200.89
intel-xeon-e5420,48,67397,13608588.00,2768894608.00,201.92
intel-xeon-e5420,49,112612,22735824.00,4625557120.00,201.90
intel-xeon-e5420,50,425682,88211176.00,18407853344.00,207.22
intel-xeon-e5420,51,32418,6620620.00,1365011312.00,204.23
intel-xeon-e5420,52,26605,5440192.00,1123372512.00,204.48
intel-xeon-e5420,53,25913,5311400.00,1099678560.00,204.97
intel-xeon-e5420,54,26255,5394108.00,1119237168.00,205.45
intel-xeon-e5420,55,30033,6212240.00,1296911488.00,206.85
intel-xeon-e5420,56,32125,6658864.00,1392674368.00,207.28
intel-xeon-e5420,57,46244,9636128.00,2023361216.00,208.38
intel-xeon-e5420,58,49368,10259864.00,2148050688.00,207.82
intel-xeon-e5420,59,61072,12720080.00,2669724608.00,208.28
intel-xeon-e5420,60,66734,14002496.00,2957024352.00,209.83
intel-xeon-e5420,61,68629,14357708.00,3024739504.00,209.21
intel-xeon-e5420,62,313100,66685012.00,14288444368.00,212.98
intel-xeon-e5420,63,45300,9581300.00,2041954640.00,211.51
intel-xeon-e5420,64,38664,8144508.00,1729001584.00,210.65
intel-xeon-e5420,65,37362,7858388.00,1665965104.00,210.33
intel-xeon-e5420,66,38205,8026716.00,1699602576.00,210.10
intel-xeon-e5420,67,39401,8329084.00,1774096464.00,211.39
intel-xeon-e5420,68,48301,10273124.00,2200264272.00,212.69
intel-xeon-e5420,69,59644,12744488.00,2739935712.00,213.68
intel-xeon-e5420,70,70601,15146644.00,3268612176.00,214.54
intel-xeon-e5420,71,91064,19530220.00,4214066992.00,214.47
intel-xeon-e5420,72,105604,22781824.00,4941948384.00,215.73
intel-xeon-e5420,73,80227,17183296.00,3704256992.00,214.18
intel-xeon-e5420,74,120130,25875296.00,5608719936.00,215.39
intel-xeon-e5420,75,428946,94813100.00,21085503024.00,221.04
intel-xeon-e5420,76,49215,10643300.00,2318989392.00,216.26
intel-xeon-e5420,77,45805,9846972.00,2134394608.00,214.98
intel-xeon-e5420,78,45131,9715900.00,2108727920.00,215.28
intel-xeon-e5420,79,52378,11299444.00,2456137424.00,215.73
intel-xeon-e5420,80,55065,11902712.00,2591644192.00,216.16
intel-xeon-e5420,81,63506,13770296.00,3010862528.00,216.83
intel-xeon-e5420,82,78298,16981020.00,3713013200.00,216.88
intel-xeon-e5420,83,84564,18501684.00,4077046320.00,218.79
intel-xeon-e5420,84,99656,21766856.00,4792334880.00,218.42
intel-xeon-e5420,85,91909,20106164.00,4431274160.00,218.76
intel-xeon-e5420,86,107625,23634444.00,5221491824.00,219.60
intel-xeon-e5420,87,376344,84359984.00,19053841888.00,224.16
intel-xeon-e5420,88,49747,11026320.00,2458509632.00,221.65
intel-xeon-e5420,89,47206,10493800.00,2345034048.00,222.30
intel-xeon-e5420,90,49227,10919956.00,2435126160.00,221.83
intel-xeon-e5420,91,57917,12923592.00,2897907168.00,223.14
intel-xeon-e5420,92,69872,15709820.00,3549150352.00,224.84
intel-xeon-e5420,93,76668,17242736.00,3896853120.00,224.90
intel-xeon-e5420,94,96019,21651316.00,4903260368.00,225.49
intel-xeon-e5420,95,100897,22812680.00,5183004192.00,226.10
intel-xeon-e5420,96,129237,29432352.00,6736423648.00,227.74
intel-xeon-e5420,97,133796,30351720.00,6918276000.00,226.85
intel-xeon-e5420,98,208195,46792216.00,10560460512.00,224.75
intel-xeon-e5420,99,376231,86778688.00,20113799840.00,230.65
intel-xeon-e5420,100,855913,192419068.00,43584475536.00,224.81
intel-xeon-e5420-disk-raid0,0,123,18664.00,2833504.00,151.74
intel-xeon-e5420-disk-raid0,2,1,168.00,28224.00,168.00
intel-xeon-e5420-disk-raid0,4,1,152.00,23104.00,152.00
intel-xeon-e5420-disk-raid0,9,1,156.00,24336.00,156.00
intel-xeon-e5420-disk-raid0,11,1,164.00,26896.00,164.00
intel-xeon-e5420-disk-raid0,12,16,2732.00,468400.00,170.75
intel-xeon-e5420-disk-raid0,15,1,168.00,28224.00,168.00
intel-xeon-e5420-disk-raid0,18,2,344.00,59168.00,172.00
intel-xeon-e5420-disk-raid0,19,1,152.00,23104.00,152.00
intel-xeon-e5420-disk-raid0,22,2,356.00,63376.00,178.00
intel-xeon-e5420-disk-raid0,25,37,6576.00,1169760.00,177.73
intel-xeon-e5420-disk-raid0,26,1,188.00,35344.00,188.00
intel-xeon-e5420-disk-raid0,28,5,868.00,151376.00,173.60
intel-xeon-e5420-disk-raid0,29,4,740.00,137520.00,185.00
intel-xeon-e5420-disk-raid0,30,2,368.00,68224.00,184.00
intel-xeon-e5420-disk-raid0,31,1,184.00,33856.00,184.00
intel-xeon-e5420-disk-raid0,32,5,936.00,176448.00,187.20
intel-xeon-e5420-disk-raid0,33,7,1284.00,236464.00,183.43
intel-xeon-e5420-disk-raid0,34,7,1244.00,221744.00,177.71
intel-xeon-e5420-disk-raid0,35,3,584.00,114496.00,194.67
intel-xeon-e5420-disk-raid0,36,2,400.00,80288.00,200.00
intel-xeon-e5420-disk-raid0,37,133,25576.00,4929024.00,192.30
intel-xeon-e5420-disk-raid0,38,4,800.00,161088.00,200.00
intel-xeon-e5420-disk-raid0,39,3,568.00,107808.00,189.33
intel-xeon-e5420-disk-raid0,40,6,1080.00,195360.00,180.00
intel-xeon-e5420-disk-raid0,41,3,584.00,113760.00,194.67
intel-xeon-e5420-disk-raid0,42,3,608.00,123744.00,202.67
intel-xeon-e5420-disk-raid0,43,5,984.00,194656.00,196.80
intel-xeon-e5420-disk-raid0,44,9,1812.00,366736.00,201.33
intel-xeon-e5420-disk-raid0,45,3,556.00,103088.00,185.33
intel-xeon-e5420-disk-raid0,46,5,976.00,191360.00,195.20
intel-xeon-e5420-disk-raid0,47,7,1380.00,273200.00,197.14
intel-xeon-e5420-disk-raid0,48,6,1224.00,250400.00,204.00
intel-xeon-e5420-disk-raid0,49,4,816.00,167008.00,204.00
intel-xeon-e5420-disk-raid0,50,95,19460.00,3992880.00,204.84
intel-xeon-e5420-disk-raid0,51,3,576.00,110688.00,192.00
intel-xeon-e5420-disk-raid0,52,1,216.00,46656.00,216.00
intel-xeon-e5420-disk-raid0,53,1,228.00,51984.00,228.00
intel-xeon-e5420-disk-raid0,54,2,412.00,84880.00,206.00
intel-xeon-e5420-disk-raid0,57,2,404.00,81616.00,202.00
